,Company,Market_Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,Unnamed: 16,norm_name,match,match_score,comp_name,WikidataID,Des,Logo,employees_count,Market_Value_class,Revenue_class,Profits_class,Assets_class,Rank_class
1214,Wynn_Resorts,21.245,6.546,0.442,12.215,1217.0,Consumer Discretionary,Casinos_&_Gaming,North America,United_States,Nevada,Nevada,Matthew Maddox,http://www.forbes.com/companies/wynn-resorts/,0.03618501842,0.06752215093,,wynn resorts,wynn resorts,1,wynn resorts,http://www.wikidata.org/entity/Q2274089,"American gaming, hospitality and entertainment company",https://upload.wikimedia.org/wikipedia/commons/d/d0/Wynn_Resorts_new.svg,0.0,mid,low,mid,mid,high
1215,Bank_of_Baroda,5.602,7.804,0.2707,110.76,1218.0,Financials,Regional_Banks,Asia,India,India,,P. Jayakumar,http://www.forbes.com/companies/bank-of-baroda/,0.002444023113,0.03468733983,,bank of baroda,bank of brazil,0,bank of brazil,http://www.wikidata.org/entity/Q610817,Brazilian banking institution,https://upload.wikimedia.org/wikipedia/commons/f/fb/Banco_do_Brasil_logo.svg,111628.0,low,low,low,mid,high
1216,Brown-Forman,27.343,3.215,0.751,5.042,1219.0,Consumer Staples,Beverages,North America,United_States,Kentucky,Kentucky,Paul Varga,http://www.forbes.com/companies/brown-forman/,0.1489488298,0.233592535,,brown forman,informa,0,informa,http://www.wikidata.org/entity/Q680946,multinational publishing and conference company,https://upload.wikimedia.org/wikipedia/commons/a/a1/Informa_logo.svg,7531.0,mid,low,mid,mid,high
1217,Worldpay,23.969,3.949,0.0036,28.95,1220.0,,nan,North America,United_States,Ohio,Ohio,Charles Drucker,http://www.forbes.com/companies/worldpay/,0.0001243523316,0.0009116231957,,worldpay,,0,,,,nan,,mid,low,low,mid,high
1218,Bank_of_Tianjin,3.581,4.411,0.5758,107.788,1221.0,Financials,Regional_Banks,Asia,China,China,,Philip Rene,http://www.forbes.com/companies/bank-of-tianjin/,0.005341967566,0.1305372931,,bank of tianjin,bank of ireland,0,bank of ireland,http://www.wikidata.org/entity/Q806689,commercial bank operating in Ireland,https://upload.wikimedia.org/wikipedia/commons/5/55/Bank-of-Ireland-Logo.svg,0.0,low,low,mid,mid,high
1219,Yuanta_Financial_Holding,5.679,4.389,0.6413,78.743,1222.0,Financials,Investment_Services,Asia,Taiwan,Taiwan,,Zong Li,http://www.forbes.com/companies/yuanta-financial-holding/,0.008144215994,0.1461152882,,yuanta financial holding,bandai namco holdings,0,bandai namco holdings,http://www.wikidata.org/entity/Q806259,Japanese holding company,https://upload.wikimedia.org/wikipedia/commons/5/53/Bandai_Namco_Holdings_logo.svg,0.0,low,low,mid,mid,high
1220,UCB,14.162,5.11,0.8493,11.908,1223.0,Health Care,Pharmaceuticals,Europe,Belgium,Belgium,,Jean-Christophe Tellier,http://www.forbes.com/companies/ucb/,0.07132180047,0.1662035225,,ucb,ucb,1,ucb,http://www.wikidata.org/entity/Q902046,company,https://upload.wikimedia.org/wikipedia/commons/9/98/Ucb_Logo.svg,0.0,mid,low,mid,mid,high
1221,E-mart,6.801,14.044,0.5419,15.008,1224.0,Consumer Discretionary,Discount_Stores,Asia,South_Korea,South Korea,,Gab-Soo Lee,http://www.forbes.com/companies/e-mart/,0.03610740938,0.03858587297,,e mart,kmart,0,kmart,http://www.wikidata.org/entity/Q1753080,American big box department store chain,https://upload.wikimedia.org/wikipedia/commons/2/20/Kmart_logo.svg,0.0,low,mid,mid,mid,high
1222,Shiseido,26.333,9.351,0.3394,8.524,1225.0,Consumer Staples,Household/Personal_Care,Asia,Japan,Japan,,Masahiko Uotani,http://www.forbes.com/companies/shiseido/,0.03981698733,0.03629558336,,shiseido,shiseido,1,shiseido,http://www.wikidata.org/entity/Q728185,Japanese multinational personal care company,https://upload.wikimedia.org/wikipedia/commons/7/7f/Shiseido_logo.svg,28793.0,mid,mid,low,mid,high
1223,X5_Retail_Group,7.886,23.225,0.4916,9.607,1225.0,Consumer Staples,Food_Retail,Europe,Netherlands,Netherlands,,Igor Shekhterman,http://www.forbes.com/companies/x5-retail-group/,0.05117102113,0.02116684607,,x5 retail group,x5 retail group,1,x5 retail group,http://www.wikidata.org/entity/Q258748,retail,https://upload.wikimedia.org/wikipedia/commons/a/aa/X5_retail_group.svg,339716.0,low,mid,mid,mid,high
1224,SKF_Group,9.739,9.457,0.6936,10.301,1227.0,Industrials,Other_Industrial_Equipment,Europe,Sweden,Sweden,,Alrik Danielson,http://www.forbes.com/companies/skf-group/,0.06733326861,0.07334249762,,skf group,sfs group,0,sfs group,http://www.wikidata.org/entity/Q2205903,Company for mechanical fastening systems headquartered in Switzerland,https://upload.wikimedia.org/wikipedia/commons/3/3e/SFS_Logo.jpg,0.0,mid,mid,mid,mid,high
1225,Yum_China_Holdings,14.451,8.081,0.516,4.894,1228.0,Consumer Discretionary,Restaurants,North America,United_States,Texas,Texas,Joey Wat,http://www.forbes.com/companies/yum-china-holdings/,0.1054352268,0.06385348348,,yum china holdings,ana holdings,0,ana holdings,http://www.wikidata.org/entity/Q11189379,,https://upload.wikimedia.org/wikipedia/commons/a/a9/ANA_Holdings_Logo.png,0.0,mid,low,mid,mid,high
1226,Phoenix_Group_Holdings,4.24,7.786,-0.0348,100.155,1229.0,Financials,Life_&_Health_Insurance,Europe,United_Kingdom,United Kingdom,,Clive Bannister,http://www.forbes.com/companies/phoenix-group-holdings/,-0.0003474614348,-0.00446956075,,phoenix group holdings,asahi group holdings,0,asahi group holdings,http://www.wikidata.org/entity/Q11283168,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Asahi_logo.svg,0.0,low,low,low,mid,high
1227,Samsung_SDS,16.167,8.226,0.4691,6.798,1230.0,Information Technology,Computer_Services,Asia,South_Korea,South Korea,,Won-Pyo Hong,http://www.forbes.com/companies/samsung-sds/,0.06900558988,0.05702650134,,samsung sds,samsung sds,1,samsung sds,http://www.wikidata.org/entity/Q7410538,South-Korean company,https://upload.wikimedia.org/wikipedia/commons/b/bb/Samsung_SDS_logo_%28korean%29.svg,0.0,mid,low,mid,mid,high
1228,Equity_Residential,23.032,2.481,0.409,20.384,1231.0,Financials,Real_Estate,North America,United_States,Illinois,Illinois,David Neithercut,http://www.forbes.com/companies/equity-residential/,0.02006475667,0.1648528819,,equity residential,rossi residencial,0,rossi residencial,http://www.wikidata.org/entity/Q3063989,,https://upload.wikimedia.org/wikipedia/commons/7/78/Rossi_Logo.jpg,685.0,mid,low,low,mid,high
1229,Hna_Technology,,48.093,0.118,17.87,1231.0,Industrials,Other_Transportation,Asia,China,China,,Hai Gui,http://www.forbes.com/companies/hna-technology/,0.006603245663,0.002453579523,,hna technology,linear technology,0,linear technology,http://www.wikidata.org/entity/Q999567,company,https://upload.wikimedia.org/wikipedia/commons/a/ae/Logo_Linear_Technology.svg,3800.0,mid,high,low,mid,high
1230,Lotte_Shopping,6.294,18.552,-0.1319,26.107,1231.0,Consumer Discretionary,Department_Stores,Asia,South_Korea,South Korea,,Hee-Tae Gang,http://www.forbes.com/companies/lotte-shopping/,-0.005052284828,-0.00710974558,,lotte shopping,atel holding,0,atel holding,http://www.wikidata.org/entity/Q691286,public company,https://upload.wikimedia.org/wikipedia/commons/b/bc/Logo_Atel.svg,0.0,low,mid,low,mid,high
1231,Alexion_Pharmaceuticals,26.624,3.639,0.5221,13.83,1234.0,Health Care,Biotechs,North America,United_States,Connecticut,Connecticut,Ludwig Hantson,http://www.forbes.com/companies/alexion-pharmaceuticals/,0.03775126537,0.1434734817,,alexion pharmaceuticals,alexion pharmaceuticals,1,alexion pharmaceuticals,http://www.wikidata.org/entity/Q204727,American company,https://upload.wikimedia.org/wikipedia/commons/e/e2/Alexion_Logo.svg,0.0,mid,low,mid,mid,high
1232,China_Gas_Holdings,18.609,5.101,0.752,8.921,1234.0,Utilities,Natural_Gas_Utilities,Asia,Hong_Kong,Hong Kong,,Ming Liu,http://www.forbes.com/companies/china-gas-holdings/,0.08429548257,0.1474220741,,china gas holdings,far east holdings,0,far east holdings,http://www.wikidata.org/entity/Q15156050,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Far_East_Holdings_%28logo%29.svg,0.0,mid,low,mid,mid,high
1233,Antofagasta,13.969,4.735,0.7469,14.21,1236.0,Materials,Diversified_Metals_&_Mining,Europe,United_Kingdom,United Kingdom,,IvÃ¡n Herrera,http://www.forbes.com/companies/antofagasta/,0.05256157635,0.1577402323,,antofagasta,,0,,,,nan,,mid,low,mid,mid,high
1234,Airports_of_Thailand,31.958,1.677,0.6447,5.531,1237.0,Industrials,Other_Transportation,Asia,Thailand,Thailand,,Prasong Poontaneat,http://www.forbes.com/companies/airports-of-thailand/,0.1165612005,0.3844364937,,airports of thailand,,0,,,,nan,,mid,low,mid,mid,high
1235,Hess,19.321,5.571,-3.856,22.072,1238.0,Energy,Oil_&_Gas_Operations,North America,United_States,New York,New York,John Hess,http://www.forbes.com/companies/hess/,-0.1747009786,-0.6921558069,,hess,guess,0,guess,http://www.wikidata.org/entity/Q2470307,American clothing line brand,https://upload.wikimedia.org/wikipedia/commons/7/75/Logo_Guess.jpg,0.0,mid,low,low,mid,high
1236,Host_Hotels_&_Resorts,15.368,5.385,0.659,12.064,1238.0,Financials,Real_Estate,North America,United_States,Maryland,Maryland,James Risoleo,http://www.forbes.com/companies/host-hotels-resorts/,0.05462533156,0.1223769731,,host hotels & resorts,host hotels & resorts,1,host hotels & resorts,http://www.wikidata.org/entity/Q1630559,"international hotel company in Bethesda, Maryland, United States",https://upload.wikimedia.org/wikipedia/commons/4/4f/Logo_Host_Hotels_%26_Resorts.svg,0.0,mid,low,mid,mid,high
1237,Sun_Art_Retail_Group,11.181,15.127,0.4113,9.173,1238.0,Consumer Staples,Food_Retail,Asia,Hong_Kong,Hong Kong,,Frederic Holinier,http://www.forbes.com/companies/sun-art-retail-group/,0.04483811185,0.02718979309,,sun art retail group,sun art retail group,1,sun art retail group,http://www.wikidata.org/entity/Q15534494,investment company and supermarket operator,https://upload.wikimedia.org/wikipedia/commons/0/09/Sun_art_retail.png,130000.0,mid,mid,low,mid,high
1238,Waste_Connections,19.941,4.679,0.685,11.963,1241.0,Industrials,Environmental_&_Waste,North America,Canada,Canada,,Ronald Mittelstaedt,http://www.forbes.com/companies/waste-connections/,0.05725988464,0.1463988032,,waste connections,french connection,0,french connection,http://www.wikidata.org/entity/Q306457,company,https://upload.wikimedia.org/wikipedia/commons/c/cc/French_Connection_logo.svg,0.0,mid,low,mid,mid,high
1239,Penske_Automotive,4.002,22.053,0.6388,10.843,1242.0,Consumer Discretionary,Specialty_Stores,North America,United_States,Michigan,Michigan,Roger Penske,http://www.forbes.com/companies/penske-automotive/,0.0589135848,0.02896658051,,penske automotive,trw automotive,0,trw automotive,http://www.wikidata.org/entity/Q1117943,company,https://upload.wikimedia.org/wikipedia/commons/1/1d/TRWLogo.png,0.0,low,mid,mid,mid,high
1240,Advanced_Info_Service,18.389,4.648,0.8864,8.717,1243.0,Telecommunication Services,Telecommunications_services,Asia,Thailand,Thailand,,Somchai Lertsutiwong,http://www.forbes.com/companies/advanced-info-service/,0.10168636,0.1907056799,,advanced info service,advanced micro devices,0,advanced micro devices,http://www.wikidata.org/entity/Q128896,American multinational semiconductor company,https://upload.wikimedia.org/wikipedia/commons/7/7c/AMD_Logo.svg,11400.0,mid,low,mid,mid,high
1241,Johnson_Matthey,9.088,16.321,0.4775,6.138,1243.0,Materials,Diversified_Chemicals,Europe,United_Kingdom,United Kingdom,,Robert MacLeod,http://www.forbes.com/companies/johnson-matthey/,0.07779406973,0.02925678574,,johnson matthey,,0,,,,nan,,low,mid,mid,mid,high
1242,Experian,21.591,4.287,0.8212,7.581,1245.0,Consumer Discretionary,Business_&_Personal_Services,Europe,Ireland,Ireland,,Brian Cassin,http://www.forbes.com/companies/experian/,0.1083234402,0.1915558666,,experian,experian,1,experian,http://www.wikidata.org/entity/Q692157,company,https://upload.wikimedia.org/wikipedia/commons/3/31/Experian_logo.svg,17000.0,mid,low,mid,mid,high
1243,Industries_Qatar,18.313,1.345,1.0032,9.192,1245.0,Materials,Specialized_Chemicals,Asia,Qatar,Qatar,,Saad Al-Kaabi,http://www.forbes.com/companies/industries-qatar/,0.1091383812,0.7458736059,,industries qatar,3s industries,0,3s industries,http://www.wikidata.org/entity/Q229501,public company,https://upload.wikimedia.org/wikipedia/commons/8/80/Logo_3-s.svg,0.0,mid,low,mid,mid,high
1244,LG_Household_&_Health_Care,20.574,5.696,0.561,4.6,1247.0,Consumer Staples,Household/Personal_Care,Asia,South_Korea,South Korea,,Suk-Yong Cha,http://www.forbes.com/companies/lg-household-health-care/,0.1219565217,0.09849016854,,lg household & health care,lg household & health care,1,lg household & health care,http://www.wikidata.org/entity/Q16169971,South Korean personal care and cosmetics producer,https://upload.wikimedia.org/wikipedia/commons/2/2a/LG_Household_%26_Health_Care_logo_%28english%29.svg,0.0,mid,low,mid,mid,high
1245,Ooredoo_Telecom,6.037,8.907,0.5128,24.22,1248.0,Telecommunication Services,Telecommunications_services,Asia,Qatar,Qatar,,Saud Faleh Al-Thani,http://www.forbes.com/companies/ooredoo-telecom/,0.02117258464,0.05757269563,,ooredoo telecom,rostelecom,0,rostelecom,http://www.wikidata.org/entity/Q1477012,Russian telecommunications company,https://upload.wikimedia.org/wikipedia/commons/7/76/Rostelecom_logo18.png,1286.0,low,mid,mid,mid,high
1246,Jiangxi_Copper,7.804,31.718,0.279,14.964,1249.0,Materials,Diversified_Metals_&_Mining,Asia,China,China,,Yu Wu,http://www.forbes.com/companies/jiangxi-copper/,0.01864474739,0.008796267104,,jiangxi copper,candente copper,0,candente copper,http://www.wikidata.org/entity/Q5031659,Canadian mining company,https://upload.wikimedia.org/wikipedia/commons/9/9f/Candentecopper.png,0.0,low,high,low,mid,high
1247,Illumina,39.248,2.936,0.567,5.542,1250.0,Health Care,Biotechs,North America,United_States,California,California,Francis deSouza,http://www.forbes.com/companies/illumina/,0.1023096355,0.193119891,,illumina,illumina,1,illumina,http://www.wikidata.org/entity/Q2068984,American company that develops systems for the analysis of genetic variation,https://upload.wikimedia.org/wikipedia/commons/b/b6/Illumina_logo.svg,3200.0,mid,low,mid,mid,high
1248,Wanhua_Chemical_Group,,8.323,1.8839,10.557,1250.0,Materials,Specialized_Chemicals,Asia,China,China,,Yun Che,http://www.forbes.com/companies/wanhua-chemical-group/,0.1784503173,0.2263486724,,wanhua chemical group,"wanhua chemical group co., ltd.",0,"wanhua chemical group co., ltd.",http://www.wikidata.org/entity/Q2599552,Chinese listed company in chemical industry,https://upload.wikimedia.org/wikipedia/commons/3/3c/Wanhua_Industrial_Group.svg,11080.0,mid,low,mid,mid,high
1249,3i_Group,12.94,0.353,1.5353,9.641,1252.0,Financials,Investment_Services,Europe,United_Kingdom,United Kingdom,,Simon Borrows,http://www.forbes.com/companies/3i-group/,0.1592469661,4.349291785,,3i group,ti group,0,ti group,http://www.wikidata.org/entity/Q7670476,business,https://upload.wikimedia.org/wikipedia/commons/9/90/TI_Group_logo.svg,0.0,mid,low,mid,mid,high
1250,E.Sun_Financial,7.153,1.938,0.5268,72.774,1253.0,Financials,Regional_Banks,Asia,Taiwan,Taiwan,,Nan Huang,http://www.forbes.com/companies/esun-financial/,0.007238849039,0.2718266254,,e.sun financial,cna financial,0,cna financial,http://www.wikidata.org/entity/Q5013072,,https://upload.wikimedia.org/wikipedia/commons/5/59/CNA_logo.svg,0.0,low,low,mid,mid,high
1251,Electrolux_Group,7.605,14.514,0.6248,10.652,1254.0,Consumer Discretionary,Household_Appliances,Europe,Sweden,Sweden,,Jonas Samuelson,http://www.forbes.com/companies/electrolux-group/,0.05865565152,0.0430480915,,electrolux group,electrolux,0,electrolux,http://www.wikidata.org/entity/Q505922,Swedish multinational manufacturer and marketer of home appliances,https://upload.wikimedia.org/wikipedia/commons/4/42/Electrolux_2015.svg,58000.0,low,mid,mid,mid,high
1252,Hexagon,19.907,4.105,0.8519,10.546,1255.0,Industrials,Other_Industrial_Equipment,Europe,Sweden,Sweden,,Ola RollÃ©n,http://www.forbes.com/companies/hexagon/,0.08077944244,0.2075274056,,hexagon,hexagon ab,0,hexagon ab,http://www.wikidata.org/entity/Q820970,company,https://upload.wikimedia.org/wikipedia/commons/6/67/Hexagon_logo.svg,0.0,mid,low,mid,mid,high
1253,Taiwan_Cooperative_Financial,7.114,2.975,0.4706,114.641,1255.0,Financials,Regional_Banks,Asia,Taiwan,Taiwan,,Tsan-Chang Liao,http://www.forbes.com/companies/taiwan-cooperative-financial/,0.004104988617,0.1581848739,,taiwan cooperative financial,intact financial,0,intact financial,http://www.wikidata.org/entity/Q3152974,,https://upload.wikimedia.org/wikipedia/commons/8/8f/Intact_Financial_logo.svg,0.0,low,low,mid,mid,high
1254,Aroundtown_Property_Holdings,8.629,0.594,1.4467,16.535,1257.0,Financials,Real_Estate,Europe,Luxembourg,Luxembourg,,Shmuel Mayo,http://www.forbes.com/companies/aroundtown-property-holdings/,0.08749319625,2.435521886,,aroundtown property holdings,japan post holdings,0,japan post holdings,http://www.wikidata.org/entity/Q1372049,Japanese conglomerate mainly engaged in postal service,https://upload.wikimedia.org/wikipedia/commons/3/3b/Japan_Post_Holdings_logo.svg,2886.0,low,low,mid,mid,high
1255,Bank_of_Zhengzhou,2.563,3.034,0.6327,66.927,1258.0,Financials,Regional_Banks,Asia,China,China,,Tian Wang,http://www.forbes.com/companies/bank-of-zhengzhou/,0.009453583755,0.2085365854,,bank of zhengzhou,bank of china,0,bank of china,http://www.wikidata.org/entity/Q790068,state-owned bank in China,https://upload.wikimedia.org/wikipedia/commons/e/e3/Bank_of_China_Holdings_Logo.svg,310042.0,low,low,mid,mid,high
1256,Kerry_Properties,7.145,4.673,1.186,22.191,1259.0,Industrials,Construction_Services,Asia,Hong_Kong,Hong Kong,,Shut Ho,http://www.forbes.com/companies/kerry-properties/,0.05344509035,0.2537984164,,kerry properties,r&f properties,0,r&f properties,http://www.wikidata.org/entity/Q7273224,a Chinese property development company based in Guangzhou,https://upload.wikimedia.org/wikipedia/commons/7/7c/R%26F_Properties_logo_2.png,0.0,low,low,mid,mid,high
1257,Dassault_Systemes,34.569,3.641,0.5858,8.441,1260.0,Information Technology,Software_&_Programming,Europe,France,France,,Bernard CharlÃ¨s,http://www.forbes.com/companies/dassault-systemes/,0.06939936027,0.1608898654,,dassault systemes,dassault systèmes,0,dassault systèmes,http://www.wikidata.org/entity/Q1172038,"French software company headquartered in Vélizy-Villacoublay, France",https://upload.wikimedia.org/wikipedia/commons/f/f4/Logo_Dassault_Systemes.jpg,0.0,mid,low,mid,mid,high
1258,Charoen_Pokphand_Foods,6.344,14.779,0.436,18.211,1261.0,Consumer Staples,Food_Processing,Asia,Thailand,Thailand,,Dhanin Chearavanont,http://www.forbes.com/companies/charoen-pokphand-foods/,0.02394157377,0.02950131944,,charoen pokphand foods,,0,,,,nan,,low,mid,mid,mid,high
