y_pred,ent idx,paper,title,venue,match_status
21,33296,https://dblp.org/rec/conf/amcc/WangOK21,Data-based simultaneous design of plant model and robust filter in disturbance observer.,21,mismatch
35,33385,https://dblp.org/rec/conf/amcc/WangWTC20,Directional Compliance in Obstacle-Aided Navigation for Snake Robots.,35,mismatch
6,33420,https://dblp.org/rec/conf/amcc/WangYPM21,Path Following by Formations of Agents with Collision Avoidance Guarantees using Distributed Model Predictive Control.,6,mismatch
28,33468,https://dblp.org/rec/conf/amcc/Watson021,"Advancing Trajectory Optimization with Approximate Inference: Exploration, Covariance Control and Adaptive Risk.",28,mismatch
6,33492,https://dblp.org/rec/conf/amcc/WeiN021,Scheduling of Urban Air Mobility Services with Limited Landing Capacity and Uncertain Travel Times.,6,mismatch
6,33497,https://dblp.org/rec/conf/amcc/WeiS21a,Probabilistic Bounds for a Class of Filtering Algorithms in the Scalar Case.,6,mismatch
6,33518,https://dblp.org/rec/conf/amcc/WelikalaC20,Distributed Non-convex Optimization of Multi-agent Systems Using Boosting Functions to Escape Local Optima.,6,mismatch
6,33519,https://dblp.org/rec/conf/amcc/WelikalaC21,Event-Driven Receding Horizon Control for Distributed Estimation in Network Systems.,6,mismatch
35,33561,https://dblp.org/rec/conf/amcc/WhitePU20,A Voltage Control Paradigm for Economic Brushless DC Motor Control.,35,mismatch
28,33581,https://dblp.org/rec/conf/amcc/WiggertTCLSCT21,Identification of Cancer Cell Population Dynamics Leveraging the Effect of Pre-Treatment for Drug Schedule Design.,28,mismatch
6,33601,https://dblp.org/rec/conf/amcc/WilsonSKD20,Investigating the Underlying Dynamical Structure of Supersonic Flows Using Effective Model Reduction.,6,mismatch
28,33634,https://dblp.org/rec/conf/amcc/WongpiromsarnSF21,Minimum-Violation Planning for Autonomous Systems: Theoretical and Practical Considerations.,28,mismatch
32,33656,https://dblp.org/rec/conf/amcc/WuB20,"Dual, Iterative H2-Conic Controller Synthesis.",32,mismatch
6,33677,https://dblp.org/rec/conf/amcc/WuHYC20,Cooperative Transportation of Drones without Inter-Agent Communication.,6,mismatch
21,33699,https://dblp.org/rec/conf/amcc/WuRLC21a,Improving Machine Learning Modeling of Nonlinear Processes Under Noisy Data Via Co-teaching Method.,21,mismatch
35,33718,https://dblp.org/rec/conf/amcc/WuWM20,An Influence Model Approach to Failure Cascade Prediction in Large Scale Power Systems.,35,mismatch
6,33758,https://dblp.org/rec/conf/amcc/XiaoBC21,High Order Control Lyapunov-Barrier Functions for Temporal Logic Specifications.,6,mismatch
6,33760,https://dblp.org/rec/conf/amcc/XiaoC20,Decentralized Optimal Merging Control for Connected and Automated Vehicles with Optimal Dynamic Resequencing.,6,mismatch
6,33768,https://dblp.org/rec/conf/amcc/XiaoKD21,Stability and Control of Biomolecular Circuits through Structure.,6,mismatch
21,33784,https://dblp.org/rec/conf/amcc/XieJ20,Resilience of Dynamic Routing in the Face of Recurrent and Random Sensing Faults.,21,mismatch
32,33822,https://dblp.org/rec/conf/amcc/XiongQLZ20,A Rule-Based Damping Control of MMR-Based Energy-Harvesting Vehicle Suspension.,32,mismatch
6,33850,https://dblp.org/rec/conf/amcc/XuGS20,Noise analysis in biochemical complex formation from stochastically produced components.,6,mismatch
6,34009,https://dblp.org/rec/conf/amcc/YangD021,A Framework for Predictive Control of Sampled-Data Systems Using Sporadic Model Approximation.,6,mismatch
32,34029,https://dblp.org/rec/conf/amcc/YangJZW20,Learning from Having Learned: An Environment-adaptive Parking Space Detection Method.,32,mismatch
35,34030,https://dblp.org/rec/conf/amcc/YangKFGW20,Uncertainty Quantification Using Generalized Polynomial Chaos for Online Simulations of Automotive Propulsion Systems.,35,mismatch
28,34069,https://dblp.org/rec/conf/amcc/YangTZGZZF21,A Fault Detection Method based on the Deep Extended PCA - SVM in Industrial Processes.,28,mismatch
6,34075,https://dblp.org/rec/conf/amcc/YangWMP21,Real-time Distributed MPC for Multiple Underwater Vehicles with Limited Communication Data-rates.,6,mismatch
6,34102,https://dblp.org/rec/conf/amcc/Yao020,Optimal Real-time Scheduling of Human Attention for a Human and Multi-robot Collaboration System.,6,mismatch
6,34187,https://dblp.org/rec/conf/amcc/YiWM21,Reduced-order observers for nonlinear systems via contraction analysis and convex optimization.,6,mismatch
21,34255,https://dblp.org/rec/conf/amcc/YouM21,Saddle Flow Dynamics: Observable Certificates and Separable Regularization.,21,mismatch
6,34274,https://dblp.org/rec/conf/amcc/Yousefian21,Bilevel Distributed Optimization in Directed Networks.,6,mismatch
6,34296,https://dblp.org/rec/conf/amcc/YuD20,A fully distributed motion coordination strategy for multi-robot systems with local information.,6,mismatch
6,34297,https://dblp.org/rec/conf/amcc/YuD20a,A fully distributed motion coordination strategy for multi-robot systems with local information.,6,mismatch
6,34298,https://dblp.org/rec/conf/amcc/YuDC21,A generalized algorithm for continuous-time distributed optimization.,6,mismatch
28,34319,https://dblp.org/rec/conf/amcc/YuNCL20,Learning to Control Neurons using Aggregated Measurements.,28,mismatch
28,34323,https://dblp.org/rec/conf/amcc/YuP20,Two-Stage Stochastic Planning for Control of Building Thermal Energy Storage Portfolios with Transactive Controls.,28,mismatch
28,34338,https://dblp.org/rec/conf/amcc/YuYX21,New Necessary and Sufficient Conditions for Decentralized H∞ Control of Discrete-time Interconnected Systems.,28,mismatch
6,34397,https://dblp.org/rec/conf/amcc/ZahraBNW21,Predictive Maintenance with Neural Network Approach for UAV Propulsion Systems Monitoring.,6,mismatch
6,34443,https://dblp.org/rec/conf/amcc/ZedanE20,An Event-Based Approach for Model-Based Control and Parameter Identification in Networked Distributed Processes.,6,mismatch
6,34445,https://dblp.org/rec/conf/amcc/ZedanHE21,Enhancing Model-Based Networked Control of Uncertain Process Systems Through Error-Triggered Parameter Re-Identification.,6,mismatch
6,34447,https://dblp.org/rec/conf/amcc/ZegersHSD20,Reputation-Based Event-Triggered Formation Control and Leader Tracking with Resilience to Byzantine Adversaries.,6,mismatch
28,34494,https://dblp.org/rec/conf/amcc/ZengZS21,Safety-Critical Model Predictive Control with Discrete-Time Control Barrier Function.,28,mismatch
6,34512,https://dblp.org/rec/conf/amcc/ZhangAHZ21,Unknown Input Observers for Discretized Systems with Application to Networked Systems Corrupted by Sparse Malicious Packet Drops.,6,mismatch
6,34559,https://dblp.org/rec/conf/amcc/ZhangF20,On the Optimal Interdiction of Transportation Networks.,6,mismatch
28,34561,https://dblp.org/rec/conf/amcc/ZhangFG20,VEst: An Efficient Solution to the Camera Velocity Estimation from Minimal Feature Points.,28,mismatch
6,34596,https://dblp.org/rec/conf/amcc/ZhangL021,On the Regret Analysis of Online LQR Control with Predictions.,6,mismatch
21,34606,https://dblp.org/rec/conf/amcc/ZhangL20a,Distributed Consensus-Based Boundary Observers for Freeway Traffic Estimation with Sensor Networks.,21,mismatch
6,34639,https://dblp.org/rec/conf/amcc/ZhangO21,Stochastic Model Predictive Control Using Simplified Affine Disturbance Feedback for Chance-Constrained Systems.,6,mismatch
6,34673,https://dblp.org/rec/conf/amcc/ZhangSS20,Semi-global state synchronization for multi-agent systems subject to actuator saturation and unknown nonuniform input delay.,6,mismatch
28,34698,https://dblp.org/rec/conf/amcc/ZhangW20,Bidirectional Dynamic Reconfiguration of Discrete-Event Systems.,28,mismatch
6,34699,https://dblp.org/rec/conf/amcc/ZhangW21,Reduced-order filter based output-feedback adaptive control for perturbed nonlinear systems.,6,mismatch
6,34718,https://dblp.org/rec/conf/amcc/ZhangY0SW21,Fault Detection of A Class of Nonlinear Uncertain Parabolic PDE Systems.,6,mismatch
35,34721,https://dblp.org/rec/conf/amcc/ZhangYS20,Similar Fault Isolation of Discrete-Time Nonlinear Uncertain Systems Using Smallest Residual Principle.,35,mismatch
6,34724,https://dblp.org/rec/conf/amcc/ZhangYXLZ21,Secure perception-driven control of mobile robots using chaotic encryption.,6,mismatch
6,34814,https://dblp.org/rec/conf/amcc/ZhaoZCG21,Continuous Finite-Time Active Disturbance Rejection Control With Application to DC Motor.,6,mismatch
6,34819,https://dblp.org/rec/conf/amcc/Zheng021,Distributed Density Filtering for Large-Scale Systems Using Mean-Filed Models.,6,mismatch
6,34820,https://dblp.org/rec/conf/amcc/Zheng021a,Field Estimation using Robotic Swarms through Bayesian Regression and Mean-Field Feedback.,6,mismatch
28,34833,https://dblp.org/rec/conf/amcc/ZhengL21,Point-based Value Iteration for VAR-POMDPs.,28,mismatch
28,34854,https://dblp.org/rec/conf/amcc/ZhengYPC21,Safe Learning-based Tracking Control for Quadrotors under Wind Disturbances.,28,mismatch
32,34920,https://dblp.org/rec/conf/amcc/ZhouZBZ21,Substation-Level Grid Topology Optimization Using Bus Splitting.,32,mismatch
6,34924,https://dblp.org/rec/conf/amcc/Zhu021,A Distributed Algorithm for Multi-Armed Bandit with Homogeneous Rewards over Directed Graphs.,6,mismatch
6,34988,https://dblp.org/rec/conf/amcc/ZiemannS20,Parameter Privacy versus Control Performance: Fisher Information Regularized Control.,6,mismatch
21,35012,https://dblp.org/rec/conf/amcc/ZorzenonMR21,Low Complexity Method for Simulation of Epidemics Based on Dijkstra's Algorithm.,21,mismatch
